osmid,longitude,lattitude,label,city,district,street,postalCode
6277862913,85.1169533,25.6082305,"Rolly Card Ghar, West Boring Canal Road, S K Puri, Patna 800013, India",Patna,S K Puri,West Boring Canal Road,800013
6277862915,85.1164167,25.607872,"Amit Bartan Dukan, Indira Bhavan Gali, S K Puri, Patna 800013, India",Patna,S K Puri,Indira Bhavan Gali,800013
6277862916,85.1148196,25.6072524,"Secretariat Sub Post Office, Indira Bhavan Gali, Rajbansi Nagar, Patna 800023, India",Patna,Rajbansi Nagar,Indira Bhavan Gali,800023
6277862917,85.1148391,25.6079904,"Mohanpur, Punaichak, Patna 800023, India",Patna,Punaichak,,800023
6277862918,85.1160614,25.6079688,"Mohanpur, Punaichak, Patna 800023, India",Patna,Punaichak,,800023
6277862919,85.1137123,25.6072274,"Dr. Madan Mohan Gupta Clinic, Mohanpur, Punaichak, Patna 800023, India",Patna,Punaichak,,800023
6277863789,85.1149732,25.6088998,"Mohanpur, Punaichak, Patna 800023, India",Patna,Punaichak,,800023
6277864113,85.1124349,25.6074806,"Khusboo Sweets, Punaichak, Patna 800023, India",Patna,Punaichak,,800023
6277879026,85.0657251,25.5683503,"Isapur Ray Chowk, Isapur-Isopur, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,Isapur Ray Chowk,801505
6277879029,85.083467,25.5767128,"Maximus Classes, Purnendu Nagar, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879030,85.0828425,25.5782834,"Ganesh Stores, Nova Nagar-Phase 1, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879031,85.0827083,25.5774954,"12, Nova Nagar-Phase 1, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879032,85.0822784,25.5775597,"A-3/9, Nova Nagar-Phase 1, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879033,85.0830865,25.5774241,"A3/18, Nova Nagar-Phase 1, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879034,85.0836872,25.5781945,"Nova Nagar-Phase 2, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879035,85.0837415,25.5787781,"Vikram Lal Multi Stores, Nova Nagar-Phase 2, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277879036,85.0862762,25.5795741,"103, Chuharmal Nagar, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879041,85.0846833,25.5792269,"Mitra Mandal Colony Road, Chuharmal Nagar, Anisabad, Patna 801505, India",Patna,Anisabad,Mitra Mandal Colony Road,801505
6277879042,85.0848734,25.5792571,"Chuharmal Nagar, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879045,85.0858283,25.578945,"Sulochana Kirana Shree, Chuharmal Nagar, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879046,85.0851739,25.5771951,"Block A-Mitra Mandal Colony, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879047,85.0853028,25.5778046,"H.S Singh Tuition, Block A-Mitra Mandal Colony, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879048,85.084713,25.5778779,"Nayan Beauty Parlour, Block A-Mitra Mandal Colony, Anisabad, Patna 801505, India",Patna,Anisabad,,801505
6277879057,85.0928265,25.5767299,"Basisth Colony More, Harnichak, Patna 800002, India",Patna,Harnichak,Basisth Colony More,800002
6277879077,85.1031401,25.5815027,"बेऊर रोड, Shivpuri, Chitkohara, Patna 800002, India",Patna,Chitkohara,बेऊर रोड,800002
6277879078,85.1048398,25.5816184,"121, Vishnupuri, Chitkohara, Patna 800002, India",Patna,Chitkohara,,800002
6277879082,85.109987,25.5830506,"10, Alkapuri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,,800002
6277879085,85.1079393,25.5834666,"317, East Bhikhachak, Patna 800002, India",Patna,East Bhikhachak,,800002
6277879086,85.1136535,25.58509,"Sapna Beauty Parlour, South Saristabad, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879088,85.1125152,25.5853317,"14/26, Alkapuri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,,800002
6277879089,85.11397,25.5835054,"Aashay Petroleum, South Saristabad, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879092,85.1181409,25.5842287,"Sadhnapuri Road, East Saristabad, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,Sadhnapuri Road,800001
6277879094,85.121507,25.584744,"Gautam Nagar, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879095,85.120965,25.5905429,"Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879096,85.1208389,25.5902159,"Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879097,85.117312,25.5899024,"Shanti Path, Sai Nagar, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,Shanti Path,800002
6277879098,85.1171768,25.5886973,"1, Mahadev Puri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,,800002
6277879099,85.1244843,25.5867495,"Sai Jewelers, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879100,85.1251417,25.5892006,"Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879108,85.1265764,25.5885929,"Heavens Beauty Parlour, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879111,85.1260853,25.5892905,"Sandhya Beauty Parlour, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879112,85.1225182,25.5913314,"105, Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879115,85.1215355,25.5920306,"Muskan Tailors, Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879116,85.1240364,25.5912806,"Madhuban Sweets, Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879119,85.1235667,25.591769,"D V C Colony, Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,D V C Colony,800001
6277879120,85.1239586,25.5916047,"D V C Colony, Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,D V C Colony,800001
6277879123,85.1233345,25.5926042,"D V C Road, Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,D V C Road,800001
6277879124,85.1209513,25.5912552,"Yarpur-New Yarpur, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,,800001
6277879130,85.1175392,25.5886482,"1, Mahadev Puri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,,800002
6277879131,85.1173013,25.5867907,"Sadhanapuri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,,800002
6277879134,85.1160142,25.5868105,"Durga Commercial Institute, Sadhnapuri Road, Sadhanapuri, Gardanibagh, Patna 800002, India",Patna,Gardanibagh,Sadhnapuri Road,800002
6277879135,85.1191265,25.5865792,"Bypass Road, Saristabad, Gardanibagh, Patna 800001, India",Patna,Gardanibagh,Bypass Road,800001
6277879146,85.1204344,25.5838528,"Jivdani Emergency Hospital, New Bypass Road, Dasratha, Sipara, Patna 800001, India",Patna,Sipara,New Bypass Road,800001
6277879147,85.1227721,25.587969,"New Yarpur Janata Road, Jakanpur, Patna 800001, India",Patna,Jakanpur,New Yarpur Janata Road,800001
6277879151,85.1240442,25.5881456,"Subhi Men's Parlour, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879152,85.1252106,25.5868063,"72, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879155,85.1250093,25.5865347,"Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879156,85.126217,25.5866842,"72, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879158,85.1257056,25.5874353,"72, Jakanpur, Patna 800001, India",Patna,Jakanpur,,800001
6277879159,85.1254177,25.578765,"Pragati Nagar, Sipara, Patna 800002, India",Patna,Sipara,,800002
6277879162,85.1245111,25.5786354,"Sudha Milk Parlour, Pragati Nagar, Sipara, Patna 800002, India",Patna,Sipara,,800002
6277879168,85.1260695,25.5799805,"Mahavir Darshan Tel Mil, Hindnagar, Indrapuri, Patna 800002, India",Patna,Indrapuri,,800002
6277879169,85.1325363,25.5807982,"Vakrangee, Hari Chandra Nagar, Ramkrishna Nagar, Patna 800002, India",Patna,Ramkrishna Nagar,,800002
6277879176,85.1270329,25.5767868,"Jay Maa Laxmi Enterprises, Gaya Line Road, Ramkrishna Nagar, Patna 800002, India",Patna,Ramkrishna Nagar,Gaya Line Road,800002
6277879177,85.1301652,25.5757854,"Bittu Hardware & Electric, Sipara Matkhan, Ramkrishna Nagar, Patna 800002, India",Patna,Ramkrishna Nagar,,800002
6277879182,85.1398963,25.5745805,"Radhe Krishna Colony, South Ram Krishana Nagar, Ramkrishna Nagar, Patna 800027, India",Patna,Ramkrishna Nagar,,800027
6277879193,85.1395147,25.5787668,"Ramkrishna Nagar, Patna 800027, India",Patna,Ramkrishna Nagar,,800027
6277879197,85.1412696,25.5770483,"Adarsh Vihar, Ramkrishna Nagar, Patna 800027, India",Patna,Ramkrishna Nagar,,800027
6277879201,85.1385235,25.577261,"Adarsh Vihar, Ramkrishna Nagar, Patna 800027, India",Patna,Ramkrishna Nagar,,800027
6277879202,85.1185883,25.5753206,"Binay Cement Store, 70 Feet Road, Bishunpur Pakari, Patna 800002, India",Patna,Bishunpur Pakari,70 Feet Road,800002
6277879205,85.120749,25.5742728,"Bishunpur Pakari, Patna 800002, India",Patna,Bishunpur Pakari,,800002
6277879206,85.1183549,25.5791658,"S.S. Tailors, Anjanpur Colony, Bishunpur Pakari, Patna 800002, India",Patna,Bishunpur Pakari,,800002
6277879208,85.1169313,25.578492,"70 Feet Road, Anjanpur Colony, Bishunpur Pakari, Patna 800002, India",Patna,Bishunpur Pakari,70 Feet Road,800002
6277880729,85.0710525,25.5701617,"S N K Public School, Isapur-Fedral Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277880732,85.071618,25.5702835,"S N K Public School, Isapur-Fedral Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277880737,85.0673027,25.57355,"Hajiharman Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277880739,85.0670828,25.5721726,"Mathematics Tutorial, Isha Nagar, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277880740,85.0618064,25.5695456,"A-One Rahmani Enclave, कर्बला रोड, Taj Nagar, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,कर्बला रोड,801505
6277880743,85.0622629,25.5711778,"Sky Lark Academy, Karbala, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277883292,85.0706309,25.5997059,"6/10, Chhoti Rukanpura-Kailash Nagar, Shekhpura, Patna 801506, India",Patna,Shekhpura,,801506
6277883295,85.0651056,25.592686,"Property Sambandhit in Proper Patna., Ufarpura, Patna 801506, India",Patna,Ufarpura,,801506
6277884112,85.0759825,25.6110964,"Om Sai Medicals, मुर्चा रोड, Nandanpuri, Khajpura, Patna 800014, India",Patna,Khajpura,मुर्चा रोड,800014
6277884119,85.0706524,25.6096254,"B/66, Amba Vihar, Rukanpura, Patna 800014, India",Patna,Rukanpura,,800014
6277884121,85.0726574,25.6091477,"Janata Community Hall, Amba Vihar, Rukanpura, Patna 800014, India",Patna,Rukanpura,,800014
6277884128,85.0738308,25.5994108,"Shiv Pujan Vishwakarma Mandir, Station Road, Chhoti Rukanpura, Shekhpura, Patna 801506, India",Patna,Shekhpura,Station Road,801506
6277884130,85.0715911,25.5995414,"Chhoti Rukanpura-Kailash Nagar, Shekhpura, Patna 801506, India",Patna,Shekhpura,,801506
6277899395,85.0183042,25.6274549,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277899406,85.0208436,25.6271537,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277899407,85.0165266,25.6191778,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277899414,85.0156892,25.609735,"Children Sainik High School, Danapur 801501, India",Danapur,,,801501
6277899421,85.0190149,25.6085058,"Shivala Road, Danapur 801501, India",Danapur,,Shivala Road,801501
6277899431,85.0183637,25.6074144,"Shivala Road, Danapur 801501, India",Danapur,,Shivala Road,801501
6277899441,85.0157663,25.6095456,"Children Sainik High School, Danapur 801501, India",Danapur,,,801501
6277899447,85.0152862,25.6122715,"Children Sainik High School, Danapur 801501, India",Danapur,,,801501
6277899462,85.0165147,25.6195998,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277899463,85.0169894,25.6197788,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277899472,85.0202376,25.6249422,"Post Office-Chandmari, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277900699,85.0647247,25.6185913,"The Gym, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277900703,85.0634211,25.612777,"Leads Asian School, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277900706,85.0617528,25.6127915,"Oriental Wall Floor, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277900708,85.0911297,25.6224021,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900710,85.0914931,25.6245455,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900717,85.0928744,25.6320756,"राजीव नगर मेन रोड, Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,राजीव नगर मेन रोड,800024
6277900722,85.093665,25.6291122,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900723,85.0924028,25.6226091,"Saraswati Kirana, Veer Kunwar Singh Chowk, Ag Colony, Ashiyana Nagar, Patna 800025, India",Patna,Ashiyana Nagar,Veer Kunwar Singh Chowk,800025
6277900733,85.093832,25.6301222,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900734,85.0939795,25.6272565,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900738,85.094178,25.6290268,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900740,85.0941485,25.6301053,"Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,,800024
6277900741,85.094395,25.6315712,"राजीव नगर मेन रोड, Rajiv Nagar, Patna 800024, India",Patna,Rajiv Nagar,राजीव नगर मेन रोड,800024
6277900742,85.1042616,25.6224048,"10, Indrapur, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,,800024
6277900743,85.1037994,25.6189194,"City Lounge Resort, Mahesh Nagar, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,,800024
6277900746,85.1051402,25.6212119,"Mahesh Nagar, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,,800024
6277900747,85.1048274,25.6212794,"9B, Mahesh Nagar, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,,800024
6277900748,85.1067736,25.6210684,"Mind Specs, Indrapuri Main Road, Mahesh Nagar, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,Indrapuri Main Road,800024
6277900750,85.1064691,25.6199243,"Bornali Salon, Mahesh Nagar, Kesari Nagar, Patna 800024, India",Patna,Kesari Nagar,,800024
6277900751,85.1065886,25.6270872,"New Patliputra Colony, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900753,85.1083183,25.6313629,"305, Patliputra Colony, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900754,85.1094301,25.630973,"46, Patliputra Colony, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900755,85.1140982,25.6237542,"Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900757,85.1136106,25.6244996,"Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900759,85.1149249,25.6248889,"301, Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900762,85.1160541,25.6256459,"Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900763,85.1163482,25.6264732,"नेहरू नगर रोड, Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,नेहरू नगर रोड,800013
6277900764,85.1191946,25.6241927,"544, Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900765,85.1202866,25.625479,"Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900766,85.1205602,25.6261852,"Sidheshwar Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900768,85.1211901,25.6274233,"Lavoisier Institute, Babhan Toli, Mainpura, Patna 800013, India",Patna,Mainpura,,800013
6277900769,85.1227994,25.6271112,"Chanchal Stationery, Kurji Main Road, Rajapur, Mainpura, Patna 800013, India",Patna,Mainpura,Kurji Main Road,800013
6277900775,85.1195678,25.6257644,"Vishal Hanuman Mandir, Nehru Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900779,85.1205173,25.6277039,"Carnal Ishaq Memorial Clinic, Sidheshwar Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900780,85.1183503,25.6270553,"Ayushi Medico & Surgical, Sidheshwar Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900885,85.1180105,25.6271792,"Sidheshwar Nagar, Patliputra, Patna 800013, India",Patna,Patliputra,,800013
6277900887,85.1186854,25.6291041,"LCT Ghat, Mainpura, Patna 800013, India",Patna,Mainpura,,800013
6277900888,85.1191762,25.6284101,"LCT Ghat, Mainpura, Patna 800013, India",Patna,Mainpura,,800013
6277900894,85.1198502,25.6296373,"Raj Ayurvedic Aushdhalaya, Kurji Main Road, LCT Ghat, Mainpura, Patna 800013, India",Patna,Mainpura,Kurji Main Road,800013
6277900895,85.0974852,25.6436639,"Foreign Liquor Shop, Makhdumpur, Digha, Patna 800011, India",Patna,Digha,,800011
6277900896,85.0980198,25.6448873,"D.P. Spares, Digha Main Road, Makhdumpur, Digha, Patna 800011, India",Patna,Digha,Digha Main Road,800011
6277922096,85.0493446,25.6243166,"No 10 Road, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,No 10 Road,800012
6277922101,85.0466392,25.6247935,"Rahul Communications, Shradhanand Path, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,Shradhanand Path,801503
6277922104,85.0542639,25.6332691,"Gola Road, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,Gola Road,800012
6277922107,85.0526038,25.6334594,"102, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,,800012
6277922114,85.0505698,25.6354155,"418C, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,,800012
6277922115,85.0511742,25.6361533,"131C Bata Road, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,Bata Road,800012
6277922121,85.0586387,25.638985,"36/131, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277922124,85.0591368,25.6369991,"500, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277922126,85.0605108,25.6376261,"Karamveer Marble House, Khagdi Road, Digha, Danapur 800012, India",Danapur,Digha,Khagdi Road,800012
6277922127,85.0582041,25.6371241,"Aditya Kirana Stores, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277922129,85.0570414,25.6379825,"36/7 Rajdwar Narayana Path, Digha, Danapur 800012, India",Danapur,Digha,Rajdwar Narayana Path,800012
6277922132,85.0565359,25.6364145,"196, Digha, Danapur 800012, India",Danapur,Digha,,800012
6277922133,85.0467995,25.6317643,"Mahabir Mandir, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922136,85.0469187,25.6269806,"Dalvar Road, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,Dalvar Road,801503
6277922138,85.0463596,25.6272033,"Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922145,85.0458662,25.6292368,"Ranjit Traders, Circular Road, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,Circular Road,801503
6277922151,85.0453055,25.6260546,"B/190-189, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922155,85.0439447,25.6255903,"K/A-1, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922159,85.0423907,25.6257821,"13/123, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922160,85.0406331,25.6262553,"P-21, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922162,85.0413131,25.6262654,"NH-30, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,NH-30,801503
6277922163,85.0294912,25.6232347,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922165,85.0306273,25.6231271,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922166,85.0295314,25.6238587,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922168,85.0307308,25.6237751,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922169,85.0323319,25.6282824,"7/212A, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922172,85.032447,25.6288599,"7/60, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922173,85.0329298,25.6285745,"7/52, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922174,85.0329646,25.6289155,"7/56B, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277922176,85.034086,25.6291889,"Shivala Road, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,Shivala Road,801503
6277922177,85.0296494,25.624294,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922179,85.0307829,25.6241752,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922180,85.0308239,25.6245838,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922183,85.0297111,25.6247051,"State Bank of India, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922184,85.0196105,25.6232773,"Post Office-Chandmari, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922294,85.0192257,25.6221732,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922295,85.0175688,25.621745,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922299,85.0201562,25.6274101,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277922300,85.019795,25.6275564,"Residential Area-Building, Restricted Area, Danapur 801501, India",Danapur,Restricted Area,,801501
6277924230,85.0294965,25.6157374,"11, Danapur 801503, India",Danapur,,,801503
6277924234,85.0323305,25.6155378,"Surya Mandir, Danapur 801503, India",Danapur,,,801503
6277924235,85.0289133,25.6168874,"171, Danapur 801503, India",Danapur,,,801503
6277924251,85.025623,25.6144043,"Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277924252,85.0271335,25.6161389,"163/3 Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277924254,85.0279821,25.6169336,"20 Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277924255,85.0302073,25.6187678,"28A Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277924268,85.0280428,25.6168935,"20 Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277924269,85.0277836,25.617065,"Gyan Ganga Industrial Training Centre, Shivala Road, Danapur 801503, India",Danapur,,Shivala Road,801503
6277935612,85.0523597,25.6280957,"20/241, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,,800012
6277935613,85.0540221,25.6279361,"LOTUS About, Restricted Area, Danapur 800012, India",Danapur,Restricted Area,,800012
6277935615,85.0843611,25.6036668,"101A, Koutilya Nagar, Shekhpura, Patna 800014, India",Patna,Shekhpura,,800014
6277935616,85.0858551,25.6494472,"Banti Kirana, Pati Pul, Digha Ghat, Patna 800011, India",Patna,Digha Ghat,,800011
6277935622,85.0869616,25.6470022,"Jay Baba Gulab Sah Kirana Store, Digha Ghat, Patna 800011, India",Patna,Digha Ghat,,800011
6277935623,85.0762551,25.6473896,"Bata Store, Danapur Road, Digha, Danapur 800018, India",Danapur,Digha,Danapur Road,800018
6277935626,85.0764406,25.6502021,"Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935627,85.0744509,25.6473158,"Maa Vaishno Dharm Kantha, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935630,85.0739139,25.6497717,"Under Construction Area, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935631,85.0735706,25.6494017,"30/42, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935633,85.0732236,25.6478869,"N.S. ITI Pvt. Ltd., Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935637,85.0730288,25.6495879,"Shiv Mandir, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935638,85.0732983,25.6472652,"Ashok Raj Path, Digha, Danapur 800018, India",Danapur,Digha,Ashok Raj Path,800018
6277935639,85.0715053,25.6492833,"29/506, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935641,85.0717503,25.6471355,"Ashok Raj Path, Digha, Danapur 800018, India",Danapur,Digha,Ashok Raj Path,800018
6277935642,85.0707811,25.6490391,"29/506, Digha, Danapur 800018, India",Danapur,Digha,,800018
6277935644,85.0709872,25.6469172,"Ashok Raj Path, Digha, Danapur 800018, India",Danapur,Digha,Ashok Raj Path,800018
6277935645,85.0578611,25.6421468,"27/324 Nariyal Ghat Road, Digha, Danapur 801503, India",Danapur,Digha,Nariyal Ghat Road,801503
6277935650,85.0572789,25.6435503,"Guru Dwara Handi Saheb, Digha, Danapur 801503, India",Danapur,Digha,,801503
6277935651,85.0542641,25.6423364,"25/8, Digha, Danapur 801503, India",Danapur,Digha,,801503
6277935652,85.0562472,25.641865,"23/211 Nariyal Ghat Road, Digha, Danapur 801503, India",Danapur,Digha,Nariyal Ghat Road,801503
6277935654,85.0561094,25.6431223,"25/150, Digha, Danapur 801503, India",Danapur,Digha,,801503
6277935655,85.0567505,25.6433472,"26/1, Digha, Danapur 801503, India",Danapur,Digha,,801503
6277935658,85.0570126,25.6419987,"23/196 Sadar Bazar Road, Digha, Danapur 801503, India",Danapur,Digha,Sadar Bazar Road,801503
6277935659,85.0522524,25.6396499,"23/35, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277935661,85.0532739,25.6396211,"23/114, Restricted Area, Danapur 801503, India",Danapur,Restricted Area,,801503
6277935662,85.0061935,25.6399038,"Chotu Roy Fast Food, Bailey Road, Restricted Area, Dinapur-cum-Khagaul 801501, India",Dinapur-cum-Khagaul,Restricted Area,Bailey Road,801501
6277940978,85.075947,25.5715344,"303 Ranipur Road, Ranipur-Alba Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,Ranipur Road,801505
6277940983,85.0745761,25.5711769,"Jama Masjid, Ranipur-Alba Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
6277940984,85.0753891,25.5713457,"303 Ranipur Road, Ranipur-Alba Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,Ranipur Road,801505
6277943988,85.0766281,25.5734838,"Ummat Traders & Construction, Ranipur Road, Ranipur-Alba Colony, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,Ranipur Road,801505
6277943994,85.0686085,25.5788604,"64, Khalilpura, Phulwari Sharif, Patna 801505, India",Patna,Phulwari Sharif,,801505
